repo_name,commit,message,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective,Justification,Comment,Certain,Sampling
UweTrottmann/SeriesGuide,e4bb6913f8221f286d935ffe233b398c77366244,"Set EasyTracker context in Application class

This should prevent further crashes after long periods of in-memory,
then back to foreground.
",,,,,,,,random_batch_18_nov_2020
gohugoio/hugo,f49b63a4dd2802b186ac0302fc855faebc55625d,"Move press page to top level menu
",,,,,,,,random_batch_18_nov_2020
jhipster/generator-jhipster,d691126677e5d99e7f59fa129783af25d7e5cbf4,"fix indent issues
",,,,,,,,random_batch_18_nov_2020
facebook/litho,7262df8fc9235b319dd59a5b815276dbfdcd3938,"Lines authored by ianc

This commit forms part of the blame-preserving initial commit suite.
",,,,,,,,random_batch_18_nov_2020
wolfSSL/wolfssl,16fa1a4747f11e473b49c3db097b8a388d362271,"Merge pull request #2855 from JacobBarthelmeh/PKCS12

maintenance to PKCS12 create for outputting encrypted bundles",,,,,,,,random_batch_18_nov_2020
MarlinFirmware/Marlin,6bcd4eb12de93af314765b469fe18525e4849647,"Fix M420 (UBL) undefined variables (#15621)

",,,,,,,,random_batch_18_nov_2020
bobrippling/ucc-c-compiler,a9d976b96ddcf6bbcfc245e3a20e1c305ec3e7f8,"Error on redefinition of struct/enum in argument scope
",,,,,,,,random_batch_18_nov_2020
languagetool-org/languagetool,a263a64546db93a7194331e2c89448694a5c0782,"fixing been agreement rule

",,,,,,,,random_batch_18_nov_2020
NeoRazorX/facturascripts,976b59eb8a6e8dd76131b1c9072c195bd07be1e1,"- Added editable checkbox filter to the accounting entry list.
- The closing exercise process now locks all invoices from that exercise.",,,,,,,,random_batch_18_nov_2020
ZhonganTechENG/zarm,9c4d6acb807b14e8d85c61fe2cacdb98f02fcb24,"repair
",,,,,,,,random_batch_18_nov_2020
DestinyItemManager/DIM,ff9e576bdaec72f540e803570e02bc2735861bd7,"added missing translations for de
",,,,,,,,random_batch_18_nov_2020
desihub/desitarget,4e7cee2ca470887db912b253a12790c0f29a8e60,"set bits for the STD_BRIGHT target class
",,,,,,,,random_batch_18_nov_2020
rathena/rathena,8cf8c738eb9527df5a1f2674d1a84ca89de55efb,"lil fix

git-svn-id: bf228e0a6290eec2fe1acd49311d1ef619eeb44a@1264 54d463be-8e91-2dee-dedb-b68131a5f0ec
",,,,,,,,random_batch_18_nov_2020
MinnPost/minnpost-largo,a7026f63be3df983a94f10e9c8cde3e71ac14372,"match the markup for messages to make the theming more clear
",,,,,,,,random_batch_18_nov_2020
diffplug/spotless,2a6bc35e3a956eeae3e6e8aee0fe3db0d562d60f,"Moved remaining formatter steps from FormatExtension to lib.
",,,,,,,,random_batch_18_nov_2020
metasfresh/metasfresh,d1c362ed2a18a8ceaacec8d5451b9e32e2efd063,"#4416 Display Product allergen in webui

https://github.com/metasfresh/metasfresh/issues/4416
",,,,,,,,random_batch_18_nov_2020
backdrop-ops/backdrop-pantheon,66a0aaeac464d066fe714475d7c99050c474ac89,"Issue #1472614 by filijonka: Fix return value docs for hook_node_update_index().
",,,,,,,,random_batch_18_nov_2020
BibleBot/BibleBot,3d299f8f9ac54e564db57f365a8dc71634a6b1a8,"New translations default.json (Portuguese, Brazilian)",,,,,,,,random_batch_18_nov_2020
stinsonga/emacs-mirror,16c1fb84b526b54383e265759de7508d6e8b8e3b,"(ps-mule-begin-job): Fix malformed regexp.
",,,,,,,,random_batch_18_nov_2020
wch/r-source,e322b34861d39ef4be53b6b94532a0e79d0cac3e,"Updated.


git-svn-id: f298e5bd0fb7dd56202a0647512068a43d54496a@11333 00db46b3-68df-0310-9c12-caf00c1e9a41
",,,,,,,,random_batch_18_nov_2020
espressomd/espresso,a5b70aaef5e5efbc6627b72260088b9ab284f975,"Merge branch '3.2'

Conflicts:
	scripts/vtf.tcl
",,,,,,,,random_batch_18_nov_2020
dcloudio/uni-app,e044a7acb3b9f8b9e2f622e9ffb36ee59032c60e,"docs: update <web-view>
",,,,,,,,random_batch_18_nov_2020
rsmarples/dhcpcd,781d1d257dd1a9e41988f2bb7052a49ef1914338,Cast correctly for kevent.,,,,,,,,random_batch_18_nov_2020
luci/luci-go,6676c8e94376bf6fdcd14f318d492dfcc9b48524,"Create log container elements in JavaScript for faster loading

R=dnj@chromium.org
BUG=637258

Review-Url: https://codereview.chromium.org/2321963004
",,,,,,,,random_batch_18_nov_2020
Whiley/WhileyCompiler,744c171695f4307d2a709a9fbd9ba22cadd31639,"Fix for Record/Array Borrows

This implements a fix for record / array borrows in
VerificationConditionGenerator.
",,,,,,,,random_batch_18_nov_2020
rtfd/readthedocs.org,bd26b3bdf466d8b68af4cd304900c6e9b0854bd0,"Added RTD_VERSION_SLUG environment variable.
",,,,,,,,random_batch_18_nov_2020
alphagov/smart-answers,c7707b266539c7e4d785fdd06e1ee14e28ed2d03,"Simplify date_of_year calculation in holiday entitlement calculator to use Rail’s Date#advance.
",,,,,,,,random_batch_18_nov_2020
dryrb/dry-types,81dd5d57748fa9f33e9eaa690cdf64de7047d7ea,"Introduce Type#enum interface
",,,,,,,,random_batch_18_nov_2020
chef/omnibus-software,fabb7e4c1c6a347dc45ef356e8d518512dc4a754,"Merge pull request #763 from chef/chefstyle

Remove version pin on chefstyle",,,,,,,,random_batch_18_nov_2020
vanilla/vanilla,888e6c6d5924e65578d9111f21a128569adfa717,"Fix cropper on edit profile page
",,,,,,,,random_batch_18_nov_2020
ZUGFeRD/mustangproject,ffeb4a6463564eca0bb75212a7253bf9972d6696,"no message
",,,,,,,,random_batch_18_nov_2020
rg3/youtube-dl,417b4536999daaae2e2cc105012cd1c1e8046c15,"[soundcloud] Use correct error message conventions
",,,,,,,,random_batch_18_nov_2020
md-5/jdk10,9f7a1c08e7427553783db822c668eef6f390c966,"8201544: Improve javac command line parsing and error reporting
Summary: Modified exception into an error message for invalid filenames on windows
Reviewed-by: vromero, jjg
Contributed-by: a24b371f0fd5684e7b28e36e5651d6f9fe5335a1@oracle.com
",,,,,,,,random_batch_18_nov_2020
hashicorp/terraform,78a9f8bfb4d9a5ede469f52ace538c10ed67df7a,"build: ""make fmt"" to ignore vendor packages

Several of our vendered dependencies are not gofmt-compliant, but we don't
want to fix that since the vendored code is supposed to exactly match
upstream.
",,,,,,,,random_batch_18_nov_2020
joindin/joindin-api,2db2a49c4c92cd94a0adfc3ad11420371622ae18,"Merge pull request #736 from dstockto/phpstan-level-1-fixes

Fixes to reach PHPStan level 1",,,,,,,,random_batch_18_nov_2020
fogbeam/cas_mirror,a6efa522982e137169cd173e935ebb3870ffa890,"cntd with tests
",,,,,,,,random_batch_18_nov_2020
ONLYOFFICE/sdkjs,f0e5e6bacfcffb98d241616bb378823c94d5f720,"fix: Bug 30401 - [Undo&Redo][NamedRanges]Не отображается имя диапазона в диспетчере имен после отмены Delete Cells (http://bugzserver/show_bug.cgi?id=30401)
Bug 30403 - [NamedRanges][Undo&Redo][CoEdit]Ошибка в консоли после после Delete Cells и использования диапазона в формуле (http://bugzserver/show_bug.cgi?id=30403)

git-svn-id: 9db5f3bf534fda1ae49cdb5ebc7e13fb9e7e48c1@64909 954022d7-b5bf-4e40-9824-e11837661b57
",,,,,,,,random_batch_18_nov_2020
derUli/ulicms,a081422790f74ee75e0494b53eb4fcc6661a84f1,"doppelten code entfernt
",,,,,,,,random_batch_18_nov_2020
dhis2/dhis2-android-sdk,530c64e8ecb17ab7c2551bde594a0436ef72c5ef,"Merge pull request #675 from dhis2/develop

Develop 0.14.3",,,,,,,,random_batch_18_nov_2020
gem/oq-engine,6bf98c8b184ba022269ca68ea946d063c080f2f4,"Merge pull request #5241 from gem/case_24

Added an hypocenter distribution to case_24

Former-commit-id: dc1af118434f03449f63515b733f467de1a88524 [formerly d9a8db97762c0d824d6f4eb2707ddb8c914b8869] [formerly d9a8db97762c0d824d6f4eb2707ddb8c914b8869 [formerly 2cc17fb5dd6a9731900b5ca37586384f47bcce28]]
Former-commit-id: f473ddf196a569a789aea1c004e524b1551a1549
Former-commit-id: 3f73da052d4f23194188d2725f4738b6ca5cc083",,,,,,,,random_batch_18_nov_2020
bokeh/bokeh,2c15b707e561aaf2567339945a1bc7f2cd347ad7,"Merge branch 'master' of github.com:ContinuumIO/bokehjs
",,,,,,,,random_batch_18_nov_2020
NYCrb/devpunks,dc8055550cd850f81faefe8f4140262561325b09,"Add letterbox echo
",,,,,,,,random_batch_18_nov_2020
TeamHypersomnia/Hypersomnia,4b1d17d4d0ffdd78c52f6aea042543dd433bd11c,"id->handle
",,,,,,,,random_batch_18_nov_2020
swisscom/open-service-broker,e262b243ccbcc04626dcd144dfaade2a5e6ac272,"Merge branch 'releases/2.11.0' into develop
",,,,,,,,random_batch_18_nov_2020
akinomyoga/ble.sh,7ff68d29eff9d08e80261d18525c8516ede17f9c,"syntax: support ""coproc""
",,,,,,,,random_batch_18_nov_2020
tabish121/proton4j,c4b27f56669a8f13e9167be8895f55977bf7df46,Test that tag pool is reused after each disposition settles delivery,,,,,,,,random_batch_18_nov_2020
stripe/stripe-android,1306ada71c3c3929cafeddc37f37861cea703cb2,"Create FingerprintRequestExecutor (#2307)

Summary
Change fingerprint requests to return a response, which will be used
in a future PR.

Testing
Add unit tests and manually test",,,,,,,,random_batch_18_nov_2020
jovotech/jovo-framework-nodejs,3aa820518b07c4c3acd976cbc94faaa69797832e,":recycle: repeat() uses getter methods
",,,,,,,,random_batch_18_nov_2020
axelor/axelor-development-kit,ca8bfcae252facc8e77bd6f8a51c0340e94292b1,"Fix MetaFile.sizeText issue

- formatting
",,,,,,,,random_batch_18_nov_2020
darius/squeam,c7642b05201dbb4bc3e8eb1a70bcf8b91a90cfb8,"oops
",,,,,,,,random_batch_18_nov_2020
LiskHQ/lisk,667303207a61ab177a4e7bba5d86de03f5f53bc0,"Removed version number badge

Don't know if you actually wanted someone to fix #263, but it wasn't too hard so I thought I'd help ;)",,,,,,,,random_batch_18_nov_2020
kubernetes-incubator/ocid,75f26d9b70ac686a5aa496fed2a2c493ff2d2b8c,"Merge pull request #2596 from 979156/master

version change from 0.7.4 to 0.8.1 released on June 6",,,,,,,,random_batch_18_nov_2020
ncareol/nidas,6db8be8daa8fe82713b20c478947e349a06bc53c,"
Update UI, model, and control use cases...


",,,,,,,,random_batch_18_nov_2020
timber/timber,ef08d8e25d203e4f2ff4b5857431f04e9199cf34,"call router files from new location
",,,,,,,,random_batch_18_nov_2020
libp2p/go-libp2p-kad-dht,7cce5bdd96b85ebf02a4b328316f7b71ac35ce96,"make bootstrap synchronous & get tests to work
",,,,,,,,random_batch_18_nov_2020
mattsc/AI-demos,46a2eef6d796f484c2c3f12dc7c5d14db879d04e,"Replace some hard-coded values in area_rush_eval() by variables
",,,,,,,,random_batch_18_nov_2020
facebook/bistro,27d91cbc24b5287d913cba587e639236c1ace2f9,"Updating submodules

Reviewed By: zpao

fbshipit-source-id: 42349baf9d0dd7bfbfee0870f884dc8790e84d2a
",,,,,,,,random_batch_18_nov_2020
cynicaloptimist/improved-initiative,a71fb3a46ce2b8cf692a5003b591bdc8eae2cc5a,"Call DedupeByRankAndFilterListings to apply filter to listings
",,,,,,,,random_batch_18_nov_2020
alisw/AliPhysics,471d454d2c54a0cce402cdf87c393b7a6a32c87f,"Fix

",,,,,,,,random_batch_18_nov_2020
snapcore/snapd,8a3a3e796d59e03b8bd6ab2c983b18bcd3c079f7,"httputil: rework protocol error detection 

Our code tries to detect http2 PROTOCOL_ERRORS and retries the
request in this case.

Unfortunately it seems this is not easy to detect. In e3be142 this
code tried to be smart and detect this via http2.StreamError but it
seems like with the h2_bundle.go in the go distro this does not
work, i.e. in https://travis-ci.org/snapcore/snapd/jobs/575471665
we still got protocol errors even with this detection code.

So this code falls back to simple and naive detection.",,,,,,,,random_batch_18_nov_2020
Thorium-Sim/thorium,fc0e17a4864668016abc11fc926320d829a1d230,"Merge pull request #2034 from Thorium-Sim/develop

1.2.9",,,,,,,,random_batch_18_nov_2020
rakudo/rakudo,6beb173f6134c705b1dffa11887737d094c988ac,"Get positional and named (though not slurpy) placeholder parameters working again.
",,,,,,,,random_batch_18_nov_2020
google/llvm-propeller,118c4238ff39511e1366e1f920df86deae0ba80d,"Encoding info for extension instructions.

llvm-svn: 116560
",,,,,,,,random_batch_18_nov_2020
airbrake/airbrake,43bee6fd95ac53406629ebf465c66a8135e313cf,freshen up Heroku readme,,,,,,,,random_batch_18_nov_2020
cxxxr/lem,49163ecb417f9fcb417f967d90098cd231e4a3d7,"add export
",,,,,,,,random_batch_18_nov_2020
google/llvm-propeller,abd2dfd3dc8577db8b3e3aa21d00fc16973db447,"Fix PR8946, a missing reg/reg form of movdqu.

llvm-svn: 123242
",,,,,,,,random_batch_18_nov_2020
CaliOpen/CaliOpen,ca047f336f6d21ecd566f717c4dc0e1027a51eeb,"Create es mapping for IndexedContact
",,,,,,,,random_batch_18_nov_2020
sass/dart-sass,9e71e652ae383e053ba8ebe25785c7d683c4120e,fix homepage link,,,,,,,,random_batch_18_nov_2020
Taeung/tip,e7f70b8cc69b1bcc56ed8d70f8e3671ec3956374,"[AVR32] Introduce at32_reserve_pin()

at32_reserve_pin() can be used for reserving portmux pins without
altering their configuration. Useful for e.g. SDRAM pins where we
really don't want to change the bootloader-provided configuration.

Signed-off-by: Haavard Skinnemoen <de7418319212d7eab32260a76732c1f83e514852@atmel.com>
",,,,,,,,random_batch_18_nov_2020
metatron-app/metatron-discovery,d0b2bbca5a536f3a118024e822876199d4758f2e,"MT-46 translate in workspace
",,,,,,,,random_batch_18_nov_2020
uclouvain/osis,793a7de7df71648809abe367df0eb56aa81e5792,"OSIS-783 Add missing spaces
",,,,,,,,random_batch_18_nov_2020
llvm/llvm-www,76a1ccd6e5ec7672ffd802ac3ea151cd8802fabe,"Add link to 2017 european developers meeting website.

This commit adds a link to the newly published 2017 european developers meeting subpage.

llvm-svn: 285963
",,,,,,,,random_batch_18_nov_2020
openstack/nova,e3fc005e4e4a1bba9e888b7c50fb515fa4b560ab,"Merge ""Add missing ws seperator between words""",,,,,,,,random_batch_18_nov_2020
TerryHowe/ansible-modules-hashivault,a77796f88207af2e8a3974c55821dd236cd28913,"Add change log and gitchangelog
",,,,,,,,random_batch_18_nov_2020
PhantomBot/PhantomBot,f54c6de8291a23dd1cb048e887b758e779a87a12,"Removed Content Debug Statement
",,,,,,,,random_batch_18_nov_2020
elki-project/elki,f00f103af06631dca83f2d9923234e1c4c233694,"Refactor option handling code.
Note that ERiC unit test results are too low, but they were so before this changeset, i.e. the degradation was caused by earlier changes!
",,,,,,,,random_batch_18_nov_2020
Taeung/tip,538f66ba204944470a653a4cccc5f8befdf97c22,"drm/omap: fix memory barrier bug in DMM driver

A DMM timeout ""timed out waiting for done"" has been observed on DRA7
devices. The timeout happens rarely, and only when the system is under
heavy load.

Debugging showed that the timeout can be made to happen much more
frequently by optimizing the DMM driver, so that there's almost no code
between writing the last DMM descriptors to RAM, and writing to DMM
register which starts the DMM transaction.

The current theory is that a wmb() does not properly ensure that the
data written to RAM is observable by all the components in the system.

This DMM timeout has caused interesting (and rare) bugs as the error
handling was not functioning properly (the error handling has been fixed
in previous commits):

 * If a DMM timeout happened when a GEM buffer was being pinned for
   display on the screen, a timeout error would be shown, but the driver
   would continue programming DSS HW with broken buffer, leading to
   SYNCLOST floods and possible crashes.

 * If a DMM timeout happened when other user (say, video decoder) was
   pinning a GEM buffer, a timeout would be shown but if the user
   handled the error properly, no other issues followed.

 * If a DMM timeout happened when a GEM buffer was being released, the
   driver does not even notice the error, leading to crashes or hang
   later.

This patch adds wmb() and readl() calls after the last bit is written to
RAM, which should ensure that the execution proceeds only after the data
is actually in RAM, and thus observable by DMM.

The read-back should not be needed. Further study is required to understand
if DMM is somehow special case and read-back is ok, or if DRA7's memory
barriers do not work correctly.

Signed-off-by: Tomi Valkeinen <e1ca4dbb8be1acaf20734fecd2da10ed1d46a9bb@ti.com>
Signed-off-by: Peter Ujfalusi <e5c0b4cdf99ae1d408b9c497159e74b54e02e008@ti.com>
",,,,,,,,random_batch_18_nov_2020
cBioPortal/cbioportal,96293436b18ac9c7d0f2d9560365e226f47e5fa8,"fixed the encoding bug
",,,,,,,,random_batch_18_nov_2020
apache/flink,9487fcbfbae85caf82729e0dda5403fab2fb7d84,"[FLINK-4119] Refactor null checks in Cassandra IOF

This closes #2163
",,,,,,,,random_batch_18_nov_2020
rpm-software-management/dnf,ee96304922a457f7b8aa9e9f195d33813de39ff7,"fixup! fixup! Dnf timers should require systemd network target(RhBug:1247083)
",,,,,,,,random_batch_18_nov_2020
uBlockOrigin/uAssets,a46907e30a486f102c82ad1bc68aa436c2bff513,"https://github.com/NanoMeow/QuickReports/issues/3749
",,,,,,,,random_batch_18_nov_2020
Ircam-Web/mezzanine-organization,f835f1d91628cf564f4b1cca029d4ad76387a368,"[VERTIGO] Added sigin, signup, reses password, profile
",,,,,,,,random_batch_18_nov_2020
apache/beam,55a18370e21cd945a1c7d850b1ef4334730f019e,"This closes https://github.com/apache/beam-site/pull/118
",,,,,,,,random_batch_18_nov_2020
atomicjolt/lti_starter_app,8323fd42a2dd2b465a41f5c0db52abc80eaaf03a,"Merge remote-tracking branch 'upstream/master'
",,,,,,,,random_batch_18_nov_2020
PnX-SI/GeoNature,01b9d2428a4a13e6bff6f573c13321b3b8ffb435,"Merge branch 'develop' of https://github.com/PnX-SI/GeoNature into develop
",,,,,,,,random_batch_18_nov_2020
openshift/origin,e2b77b4841b4c251dea7ea254b9eb91fd91b12e1,"Merge pull request #5754 from deads2k/fix-export-all

Merged by openshift-bot",,,,,,,,random_batch_18_nov_2020
lidarr/Lidarr,9d2b2d550b328594a21c93d9d15b28524aa83caa,"Removed extra jQuery registration.
",,,,,,,,random_batch_18_nov_2020
Karaage-Cluster/karaage,2e9f53161ea07b8fab75093a5358c23bb3f3b287,"Exclude password field from django admin form
",,,,,,,,random_batch_18_nov_2020
google/llvm-propeller,c3bcc36a0bdb87ec56ec77da88a7ce8eb5051a81,"When a constant size array is casted to another type, its length should be scaled as well.

llvm-svn: 106911
",,,,,,,,random_batch_18_nov_2020
CanalTP/navitia,5e771cd3ee880f12c76921db153d33a366d5101b,"raptor: fix forbidden uris for ODT
",,,,,,,,random_batch_18_nov_2020
tblume/systemd-testsuite-suse,23e096cc60eb73f24b812e4ceba7c4c2c141e2db,"tree-wide: make macros for converting fds to pointers and back generic and use them everywhere
",,,,,,,,random_batch_18_nov_2020
landlab/landlab,8965250c926719427ac01138ca6beeb40a0a0c53,"Removed prints from calculate_flux_divergence_at_nodes.
",,,,,,,,random_batch_18_nov_2020
ppy/osu-framework,fd480eb89fcfeb1be4a26ac3e330a2e80f2fee32,"Make RigidBody.Mass adjustable

",,,,,,,,random_batch_18_nov_2020
google/knative-gcp,1ea5601560f0cbd790b9308a47b82686095d1c47,"Pin eventing to 0.15 (#1126)

* updating serving to 0.15

* moving to 0.15 eventing",,,,,,,,random_batch_18_nov_2020
aosp-mirror/platform_frameworks_support,1066db82834fb56369d1930c021837fc7b5af689,"am 43215612: (-s ours) am e90073a3: (-s ours) am 4771d7c1: Merge ""InvokeID in compat lib.""

* commit '4321561238f933649e306bd37e2a0bf8820d3b21':
",,,,,,,,random_batch_18_nov_2020
Kronos-Integration/kronos-interceptor-line-header,39e603fd2c3c574eeeef2a928727ea127186cfc1,"chore(package): update rollup@^0.60.1 from template
chore(package): update semantic-release@^15.5.1 from template
chore(package): add config from template",,,,,,,,random_batch_18_nov_2020
